index,context,question,answer
489,"l-Partit Laburista (PL) huwa partit politiku Malti ta' twemmin soċjal demokratiku, affiljat mal-Internazzjonali Soċjalista u mal-Partit tas-Soċjalisti Ewropej. Twaqqaf fl-1920. Preżentament il-Gvern Malti huwa taħt tmexxija Laburista. Kien fil-gvern tal-pajjiż għaxar darbiet minn wara t-Tieni Gwerra Dinjija 'l hawn, l-ewwel darba fl-1947 u l-aħħar li kien fl-2022. Mit-Tieni Gwerra Dinjija 'l hawn kien dejjem wieħed miż-żewġ partiti l-kbar f'Malta.",Meta twaqqaf il-PL?,fl-1920
490,"Il-Partit Nazzjonalista huwa partit politiku Malti, wieħed miż-żewġ partiti ewlenin f'Malta (l-ieħor il-Partit Laburista (Malta)) u bħalissa jinsab fl-Oppożizzjoni. Huwa jiddeskrivi ruħu bħala partit Demokratiku Nisrani (fil-fatt huwa affiljat mad-Demokrazija Kristjana Internazzjonali, mal-Partit Popolari Ewropew u l-Unjoni Demokratika Internazzjonali.",Kif jiddeskrivi ruħu l-PN?,bħala partit Demokratiku Nisrani
491,"L-arzella tal-pellegrina, li spiss tinstab fix-xtut tal-Galizja, ilha titqies bħala s-simbolu tal-Camino de Santiago. Matul is-sekli, l-arzella tal-pellegrini ngħatat diversi tifsiriet metaforiċi, prattiċi u mitiċi, anke jekk ir-rilevanza tagħha setgħet fil-fatt ġiet mix-xewqa tal-pellegrini li jkollhom tifkira x'jieħdu lura magħhom id-dar.",X' inhu s-simbolu tal-Camino?,L-arzella tal-pellegrina
492,"Il-Professur Pietru Pawl Saydon (24 ta' Lulju 1895 - 22 ta' Marzu, 1971), kien saċerdot Kattoliku u studjuż kbir tal-ilsien Malti, tal-ilsna semitiċi u tal-Bibbja. Għamel żmien President tal-Għaqda tal-Malti fl-Università ta' Malta. Jibqa' magħruf l-iktar għall-kontribut kbir li ta lill-ilsien Malti meta qaleb waħdu l-Bibbja mill-Ebrajk għall-Malti.",Min qaleb il-Bibbja mil-Ebrajk għall-Malti?,Il-Professur Pietru Pawl Saydon
493,"Il-piramidi Eġizzjani huma strutturi antiki tal-ġebel f'forma ta' piramida li jinsabu fl-Eġittu. Minn Novembru 2008, is-sorsi jikkwotaw 118 jew 138 bħala n-numru ta' piramidi Eġizzjani identifikati. Ħafna nbnew bħala oqbra għall-faragħuni tal-pajjiż u l-konsorti tagħhom matul il-perjodi tar-Renju l-Qadim u Nofsani.",Għaliex kienu jinbnew il-piramidi?,bħala oqbra għall-faragħuni tal-pajjiż u l-konsorti tagħhom
494,"Fiż-Żooloġija, Pixxivoru ħafna drabi hija definita bħala kwalunkwe organiżmu li jiekol il-ħut u hija dieta karrnivora speċċjalizzata. Dawn l-annimali normalment huma selettivi ħafna jew jagħżlu bir-reqqa u jkunu jieklu ftit speċi biss.",X' jiekol Pixxivoru?,il-ħut
495,"Planetarju huwa mudell operattiv tas-Sistema Solari. Il-planetarju ta' Eisinga huwa miżbugħ bl-ikħal b'kontorn ileqq tad-deheb. Ix-Xemx hija miżbugħa fiċ-ċentru tas-saqaf. Id-Dinja hija rrappreżentata bi sfera tad-deheb imdendla fuq wajer. Iż-żodjaku huwa miżbugħ ukoll. Il-planetarju mekkaniku għandu makkinarju qisu ta' arloġġ u jaħdem bħal kif taħdem is-sistema solari fil-verità, iżda bi skala mnaqqsa. Il-planetarju huwa preċiż ħafna, iżda mhuwiex perfett. Pereżempju, il-pendlu huwa magħmul minn tip wieħed ta' metall, għaldaqstant jiġi influwenzat minn fluttwazzjonijiet fit-temperatura.",Il-makkinarju ta' xiex jixbah dak tal-planetarju?,qisu ta' arloġġ
496,"Il-Plejer tas-Sena tal-FIFA huwa unur tal-futbol li jingħata għal plejer maskili u femminili li hu maħsub li hu l-aqwa plejer fid-dinja, ibbażat skond il-voti tal-kowċis u captains tat-timijiet nazzjonali. Fis-sistemà tal-voti, kull kowċ ikollu tliet voti, li kollha jiswew ħames punti, tliet punti u punt, u r-rebbieħ hu magħżul skond l-iktar numru tal-voti. L-unur beda mis-sena 1991 għall-irġiel u mill-2001 għan-nisa.",Kif jintgħażel ir-rebbieħ?,skond l-iktar numru tal-voti
497,"Il-Polonja huwa stat unitarju, magħmul minn sittax-il provinċja li jissejħu województwo bl-ilsien Pollakk. Varsavja hi l-belt kapitali tal-Polonja u tinsab fil-provinċja ta' Mazowieckie. Il-Polonja hi wkoll membru tal-Unjoni Ewropea, tan-NATO, tan-Nazzjonijiet Uniti, tal-Organizzazzjoni Dinjija tal-Kummerċ, u tal-Organizzazzjoni għall-Kooperazzjoni u l-Iżvilupp Kummerċjali (OECD).",X' jisimha l-belt kapitali tal-Polonja?,Varsavja
498,"Il-Premju Nobel għall-Fiżika huwa wieħed mill-ħames Premjijiet Nobel li jingħata kull sena mill-Akkademja Rjali Żvediża tax-Xjenzi. L-ewwel rebbieħ ta' dan l-unur kien il-Ġermaniż Wilhelm Conrad Röntgen fl-1901. Dan il-premju jiġi mogħti f'ċerimonja annwali ġewwa Stokkolma nhar l-10 ta' Diċembru, l-anniversarju tal-mewt ta' Alfred Nobel, li għalih huma msemmijin dawn il-premjijiet.",Min rebaħ l-ewwel Premju Nobel tal-Fiżika u f' liem sena?,Wilhelm Conrad Röntgen fl-1901
499,"Il-Premju Nobel għall-Fiżika huwa wieħed mill-ħames Premjijiet Nobel li jingħata kull sena mill-Akkademja Rjali Żvediża tax-Xjenzi. L-ewwel rebbieħ ta' dan l-unur kien il-Ġermaniż Wilhelm Conrad Röntgen fl-1901. Dan il-premju jiġi mogħti f'ċerimonja annwali ġewwa Stokkolma nhar l-10 ta' Diċembru, l-anniversarju tal-mewt ta' Alfred Nobel, li għalih huma msemmijin dawn il-premjijiet.",Meta jingħata l-Premju Nobel?,nhar l-10 ta' Diċembru
500,"Essien irrappreżenta lill-Gana fit-Tazza tad-Dinja ta' taħt is-17-il sena fl-1999. Iddebutta mat-tim nazzjonali tal-kbar f'Jannar tal-2002. Mal-Gana ħa sehem fi tliet edizzjonijiet tat-Tazza tan-Nazzjonijiet Afrikani u fit-Tazza tad-Dinja tal-2006, fejn il-Gana waslu sal-aħħar sittax.",Sa fejn waslet il-Gana fit-Tazza tad-Dinja 2006?,sal-aħħar sittax
501,"Melchiorre Gafà (Jannar 1636 – 4 ta' Settembru 1667), f'Malta magħruf ukoll bħala Gafa, Gaffar or Gafar u fl-Italja bħala Cafà u Caffà, kien skultur Malti li fil-ħajja qasira tiegħu sar famuż f'Ruma għax-xogħol tiegħu fl-istil Barokk.",B' liem stil kien jaħdem?,fl-istil Barokk
502,"Twieled il-Birgu, Malta, bin Marco Gafà u Veronica, imwielda Spiteri, u kien id-disa' tifel fost għaxar ulied. Tgħammed fil-21 ta' Jannar 1636 u ngħata l-isem Marcello għal ħuh li twieled fl-1634 u kien miet. Milli jidher ma damx ma beda jissejjaħ Melchiorre. Fl-1658 kien baqa' biss ħamsa ħajjin mill-ulied: Giuseppe, Grazio, Gio-Maria, Lorenzo u Melchiorre.",Wara min issemma?,għal ħuh li twieled fl-1634 u kien miet
503,"Minkejja li mhuwiex komplut, il-mawżolew wasal sa żminijietna bħala wieħed mill-iktar kostruzzjonijiet li baqgħu ppreservati tajjeb minn żmien l-Imperu Timurida. Il-kostruzzjoni tiegħu kienet il-bidu tal-istil arkitettoniku tal-Imperu Timurida. L-arranġamenti spazjali sperimentali, is-soluzzjonijiet arkitettoniċi innovattivi għall-kostruzzjoni tal-koppli u tas-soqfa bil-ħnejjiet, u l-ornamentazzjonijiet bil-madum ileqq, wasslu biex l-istruttura tkun il-prototip ta’ din l-arti distintiva, li nfirxet fl-imperu kollu u lil hinn minnu.",Fuq liem stil inbena l-mawżolew?,istil arkitettoniku tal-Imperu Timurida
504,"Il-mawżolew il-ġdid ordnat minn Timur kompla jsaħħaħ l-importanza reliġjuża tas-santwarju. Matul il-Khanate Każakistani, personalitajiet prominenti għażlu li jiġu midfuna qrib il-monument. Fosthom kien hemm Abulkhair, Rabi'i Sultan-Begim, Zholbarys-khan, Esim-khan, Ondan-sultan (iben Shygai-khan), Ablai Khan, u Kazbek-bi. Ir-reputazzjoni sagra tal-mawżolew kienet magħrufa wkoll f’artijiet barranin. Fil-bidu tas-seklu 16, Ubaydullah Khan, is-suċċessur ta’ Muhammad Shaybani Kahn tal-Khanat tal-Użbekistan, waqaf iżur il-mawżolew qabel il-battalja tiegħu kontra Babur, li iktar ’il quddiem sar il-fundatur tal-Imperu Mughal. Huwa ħalef li jekk joħroġ rebbieħ mill-battalja, it-tmexxija tiegħu ssegwi għalkollox il-liġi tax-xarija. Minkejja l-għeluq tal-monument għall-pubbliku fl-era Sovjetika, il-mawżolew baqa’ jattira l-pellegrini speċjalment wara li reġa’ nfetaħ. Saż-żminijiet kontemporanji, il-Mawżolew ta’ Khoja Ahmed Yasawi għadu jitqies bħala sit ta’ pellegrinaġġ għall-Musulmani Każakistani, tant li l-belt ta’ Turkestan saret it-tieni Mekka għall-Musulmani tal-Asja Ċentrali. Tabilħaqq, l-importanza tal-mawżolew għall-belt toħroġ fid-dieher mill-isem preċedenti tagħha, Hazrat-e Turkestan, li litteralment tfisser il-“Qaddis ta’ Turkestan”, b’referenza diretta għal Khoja Ahmed Yasawi.",Meta ingħalaq għall-pubbliku l-mawżolew?,fl-era Sovjetika
505,"Mazkan (nom tal-massa) hu fdal ta' l-inġir, jiġifieri biċċiet ta' ġebel, frak u xaħx, li jintuża biex jagħti s-saħħa f'varji kostruzzjonijiet tal-ġebel. L-għan ewlieni għall-użu tal-mazkan hu li dan jifrex jew jilqa' l-forżi fil-bini kif meħtieġ. Il-mazkan jintuża f'ċerti ħitan tad-dobblu, f'ħitan li jserrħu fuq xulxin jew bejn ħitan u xorok tas-saqaf. Il-mazkan ilu jintuża fil-bini min żmien antik ħafna. Insibuħ użat fil-ħitan tat-tempji taż-żmien in-Neolitiku, fil-bini tal-giren (biex jintela il-vojt bejn il-kileb u il-ħitan ta' barra) kif wkoll f'forom ta' ħnejjiet primittivi. F'bini antik, ħafna drabi, il-ġebel li jintuża f'ħajt li jimtela bil-mazkan ikun xulliel, jiġifieri ikun maħdum minn naħa waħda biss.",Xi jkun ġebel xulliel?,ikun maħdum minn naħa waħda biss
506,"Il-Maċedonja ta' Fuq, uffiċjalment ir-Repubblika tal-Maċedonja ta' Fuq (Maċedonjan:Република Северна Македонија), huwa pajjiż interkjuż li jinsab fil-Punent ċentrali tal-peniżola Balkana fl-Ewropa tax-Xlokk. Il-pajjiż kien wieħed mill-istati suċċessuri tal-eks Jugożlavja, li minnha ddikjaraw l-indipendenza fl-1991. Hija saret membru tan-Nazzjonijiet Uniti f'Settembru tal-1993. Bejn din is-sena sa Frar tal-2019, bħala riżultat ta' tilwima mal-Greċja fuq l-isem tagħha, kienet iddaħħlet taħt ir-referenza provviżorja tal-Eks Repubblika Jugożlava tal-Maċedonja, xi drabi mqassra bħala FYROM (mill-Ingliż Former Yugoslav Republic of Macedonia). F'Ġunju tal-2018, il-Maċedonja u l-Greċja ffirmaw it-Trattat ta' Prespa li rriżolva t-tilwima ta' isem il-pajjiż, fejn il-Maċedonja aċċetta li l-isem uffiċċjali tal-pajjiż isir ir-Repubblika tal-Maċedonja ta' Fuq. Dan il-bdil fl-isem beda jieħu effett mit-12 ta' Frar 2019 'il quddiem.",Meta ġiet dikjarata l-indipendenza mil-Jugożlava?,fl-1991
507,"Il-Maċedonja ta' Fuq, uffiċjalment ir-Repubblika tal-Maċedonja ta' Fuq (Maċedonjan:Република Северна Македонија), huwa pajjiż interkjuż li jinsab fil-Punent ċentrali tal-peniżola Balkana fl-Ewropa tax-Xlokk. Il-pajjiż kien wieħed mill-istati suċċessuri tal-eks Jugożlavja, li minnha ddikjaraw l-indipendenza fl-1991. Hija saret membru tan-Nazzjonijiet Uniti f'Settembru tal-1993. Bejn din is-sena sa Frar tal-2019, bħala riżultat ta' tilwima mal-Greċja fuq l-isem tagħha, kienet iddaħħlet taħt ir-referenza provviżorja tal-Eks Repubblika Jugożlava tal-Maċedonja, xi drabi mqassra bħala FYROM (mill-Ingliż Former Yugoslav Republic of Macedonia). F'Ġunju tal-2018, il-Maċedonja u l-Greċja ffirmaw it-Trattat ta' Prespa li rriżolva t-tilwima ta' isem il-pajjiż, fejn il-Maċedonja aċċetta li l-isem uffiċċjali tal-pajjiż isir ir-Repubblika tal-Maċedonja ta' Fuq. Dan il-bdil fl-isem beda jieħu effett mit-12 ta' Frar 2019 'il quddiem.",X' solva it-Trattat ta' Prespa?,t-tilwima ta' isem il-pajjiż
508,"Maħres hija belt żgħira fit-Tuneżija. L-isem bl-Għarbi Tuneżin ifisser 'imkien il-għassa', magħrufa wkoll bħala 'El Maħres', b'popolazzjoni ta' madwar 17,000 ruħ. Matul is-sajf, il-popolazzjoni tikber għal madwar 30,000 billi jiġu lura ħafna mill-abitanti tagħha li jkunu jgħixu fid-dijaspora mxerrdin ma' Franza u bnadi oħrajn fl-Ewropa tal-Punent.",Xi tfisser Maħres?,imkien il-għassa
509,"Meta ġew l-Għarab, f’870 w.K., din il-belt bdiet tissejjah Mdina, riferenza għal parti ffortifikata tal-belt, bħal ma huma ħafna bliet fid-dinja Għarbija. Malta baqgħet maħkuma u mibdula f’kultura Għarbija u Musulmana sakemm ġew in-Normanni u aktar tard. Mil-perjodu Għarbi ma fadal xejn, ħlief ċimetrju Musulman li nstab barra s-swar tal-Mdina, preċiżament fuq il-pedamenti tad-Domus Ruman (il-Villa Rumana) qrib il-Bieb tal-Għarreqin. Dan iċ-ċimiterju kien instab fl-1881, waqt xi xogħlijiet li kienu qed isiru fuq il-Ġnien Howard u t-triq li tagħti lejn l-Imtarfa.",Fejn insab iċ-ċimetrju?,fuq il-pedamenti tad-Domus Ruman
510,"L-Imdina baqgħet isservi bħala l-belt kapitali ta' Malta sakemm ġew il-kavallieri tal-Ordni ta’ San Ġwann.  Dawn għażlu li jgħixu ġol-Birgu u wara l-Assedju l-Kbir iddeċidew li jibnu l-Belt Valletta fejn ittrasferrixxew ruħhom biex jamminstraw il-gżejjer Maltin. Minn dak iż-żmien 'l hawn, l-Imdina bdiet titlef l-importanza strateġika u kummerċjali tagħha u ħafna nies li kienu jgħixu f'dawk l-inħawi bdew bdew bil-mod il-mod jitilqu minn hemm u jmorru jgħixu fl-inħawi tal-Port il-Kbir.",Meta inbniet il-Belt Valletta?,wara l-Assedju l-Kbir
511,"MediaWiki huwa softwer ta' magna għall-wiki b'xejn u b'sors miftuħ. Huwa kien żviluppat għall-użu fuq il-Wikipedija fl-2002, u ngħata l-isem ""MediaWiki"" fl-2003. Għadu jintuża fuq il-Wikipedija u kważi l-websajts l-oħra kollha tal-Wikimedia, inklużi Wiktionary, Wikimedia Commons u Wikidata; dawn is-siti jkomplu jiddefinixxu parti kbira mir-rekwiżit stabbilit għal MediaWiki. Oriġinarjament MediaWiki kien żviluppat minn Magnus Manske u mtejjeb minn Lee Daniel Crocker. Eventwalment, l-iżvilupp tiegħu kien ikkoordinat mill-Fondazzjoni Wikimedia.",Għaliex ġie żvilupat il-MediaWiki?,għall-użu fuq il-Wikipedija
512,"MediaWiki huwa miktub bil-lingwa ta' programmazzjoni PHP u jaħżen il-kontenut tat-test kollu f'database. Is-softwer huwa ottimizzat biex jimmaniġġja b'mod effiċjenti proġetti kbar b'kapaċità ta' terabytes ta' kontenut u mijiet ta' eluf ta' hits kull sekonda. Minħabba li l-Wikipedija hija waħda mill-akbar websajts tad-dinja, kien importanti għall-iżviluppaturi li jibnu sistema ta' skalabbiltà permezz ta' għadd ta' saffi ta' caching u r-replikazzjoni tad-database. Aspett ewlieni ieħor tal-MediaWiki huwa l-internazzjonalizzazzjoni tiegħu; l-interface tiegħu huwa disponibbli f'iktar minn 300 lingwa. Is-softwer għandu aktar minn 1,000 settings tal-konfigurazzjoni u aktar minn 1,800 estensjoni disponibbli biex jippermettu li diversi karatteristiċi jiġu miżjuda jew mibdula.",Biex ġie żvilupat il-MediaWiki?,bil-lingwa ta' programmazzjoni PHP
513,"Minbarra l-użu fuq is-siti tal-Wikimedia, MediaWiki jintuża bħala sistema tal-immaniġġjar tal-għarfien u tal-ġestjoni tal-kontenut fuq bosta eluf ta' websajts, pubbliċi u privati, inklużi l-websajts wikiHow u Liquipedia, u installazzjonijiet fuq intranet ewlenin bħal Intellipedia u Diplopedia. F'Malta jintuża ukoll fuq il-wiki tal-M3P.",F' Malta fejn jintuża l-MediaWiki?,fuq il-wiki tal-M3P
514,"Fl-istorja tal-Ewropa, il-Medjuevu (jew il-Medju Evu jew il-perjodu Medjevali) dam mis-seklu 5 sas-seklu 15. Dan beda bil-waqgħa tal-Imperu Ruman tal-Punent u tranżita fir-Rinaxximent u l-Età ta' Skoperta. Il-Medjuevu huwa l-perjodu tan-nofs tat-tliet diviżjonijiet tradizzjonali tal-istorja tal-Punent: l-antikità klassika, il-perjodu Medjevali, u l-perjodu modern.",Meta beda l-Medjuevu?,bil-waqgħa tal-Imperu Ruman tal-Punent
515,"Filwaqt li kien qed iħejji għall-kunċert This Is It fl-2009, Jackson miet nhar il-25 ta’ Ġunju fl-età ta’ ħamsin sena, b’attakk f’qalbu. Jidher li kienu ġew amministrati lilu mediċini qawwija bħall-propofol u l-lorazepam, u hemm min jgħid li nqatel mit-tobba. Iċ-ċerimonja tal-funeral tiegħu ixxandret dirett fuq it-televixin mad-dinja kollha, u b’kollox rawha madwar biljun ruħ.",Kif miet Michael Jackson?,b’attakk f’qalbu
516,"Filwaqt li kien qed iħejji għall-kunċert This Is It fl-2009, Jackson miet nhar il-25 ta’ Ġunju fl-età ta’ ħamsin sena, b’attakk f’qalbu. Jidher li kienu ġew amministrati lilu mediċini qawwija bħall-propofol u l-lorazepam, u hemm min jgħid li nqatel mit-tobba. Iċ-ċerimonja tal-funeral tiegħu ixxandret dirett fuq it-televixin mad-dinja kollha, u b’kollox rawha madwar biljun ruħ.",Meta miet Michael Jackson?,nhar il-25 ta’ Ġunju
517,"Filwaqt li kien qed iħejji għall-kunċert This Is It fl-2009, Jackson miet nhar il-25 ta’ Ġunju fl-età ta’ ħamsin sena, b’attakk f’qalbu. Jidher li kienu ġew amministrati lilu mediċini qawwija bħall-propofol u l-lorazepam, u hemm min jgħid li nqatel mit-tobba. Iċ-ċerimonja tal-funeral tiegħu ixxandret dirett fuq it-televixin mad-dinja kollha, u b’kollox rawha madwar biljun ruħ.",Kemm kellu żmien meta miet Michael Jackson?,ħamsin sena
518,"Fl-1983 iddebutta ż-żifna magħrufa tiegħu ‘Moon Walk’ fil-programm televiżiv ‘Motown 25: Yesterday, Today, Forever’. Sena wara rebaħ tmien Grammy’s u beda l-Victory Tour ma’ ħutu. F’dan iż-żmien għamel ħbieb ma’ Paul McCartney. Fl-1987 ħareġ l-ewwel album ‘Bad’ li għamel suċċess kbir iżda b’inqas bejgħ minn ‘Thriller’. Fl-2008 l-album laħaq biegħ it-30 miljun kopja madwar id-dinja. It-tour tal-album dam sentejn u ta 123 kunċert quddiem 4.4 miljun ruħ. It-tfal żvantaġġjati kienu jitħallew jidħlu b’xejn u mill-qligħ kien jagħti ħafna donazzjonijiet lill-isptarijiet u orfanatrofji.",X' kien jismu l-ewwel album?,Bad
519,"Fl-1983 iddebutta ż-żifna magħrufa tiegħu ‘Moon Walk’ fil-programm televiżiv ‘Motown 25: Yesterday, Today, Forever’. Sena wara rebaħ tmien Grammy’s u beda l-Victory Tour ma’ ħutu. F’dan iż-żmien għamel ħbieb ma’ Paul McCartney. Fl-1987 ħareġ l-ewwel album ‘Bad’ li għamel suċċess kbir iżda b’inqas bejgħ minn ‘Thriller’. Fl-2008 l-album laħaq biegħ it-30 miljun kopja madwar id-dinja. It-tour tal-album dam sentejn u ta 123 kunċert quddiem 4.4 miljun ruħ. It-tfal żvantaġġjati kienu jitħallew jidħlu b’xejn u mill-qligħ kien jagħti ħafna donazzjonijiet lill-isptarijiet u orfanatrofji.",X' kien jagħmel bil-qligħ?,kien jagħti ħafna donazzjonijiet lill-isptarijiet u orfanatrofji.
520,"Microsoft hija kumpanija multinazzjonali Amerikana li timmanufattura u tipproggramma s-softwer tal-kompjuters. Il-kumpanija hi bbażata f'Redmond, fl-istat ta' Washington, u hi l-aktar magħrufa għas-sistema operattiva tagħha Microsoft Windows u s-set ta' softwer tal-Microsoft Office.",Għal xiex hi magħrufa Microsoft?,għas-sistema operattiva tagħha Microsoft Windows u s-set ta' softwer tal-Microsoft Office.
521,"Miguel de Cervantes Saavedra (Alcalá de Henares, 29 ta' Settembru 1547 – Madrid, 22 ta' April 1616) kien rumanzier, poeta u drammaturgu Spanjol. L-aqwa xogħol tiegħu huwa r-rumanz Don Quixote, rikonoxxut bħala l-ewwel rumanz modern. Ix-xogħlijiet tiegħu huma sikwit meqjusa bħala fost l-iktar importanti fil-letteratura kollha. L-influwenza tiegħu fuq il-lingwa Spanjola tant kienet kbira li l-Ispanjol kultant jissejjaħ la lengua de Cervantes (Il-lingwa ta' Cervantes).",Kif inhu rikonoxxut ir-rumanz Don Quixote?,bħala l-ewwel rumanz modern
522,"Bongiorno twieled fil-Belt ta' New York New York fis-26 ta' Mejju 1924 minn omm Taljana minn Turin u missier Italo-Amerikan. Wara d-divorzju tal-ġenituri tiegħu, iċ-ċkejken Mike mar Turin flimkien ma' ommu. F'Turin huwa ħa l-edukazzjoni tiegħu sal-Liċeo Klassiku. Matul it-Tieni Gwerra Dinjija kellu jieqaf mill-istudji ħabba l-invażjoni tal-Ġermaniżi u ngħaqad mal-Partiġġjani, fejn grazzi għall-Ingliż li kien tgħallem impjegawh sabiex jikkomunika mal-Alleati. In-Nazisti qabduh u Mike għamel seba' xhur f'ħabs f'San Vittore u wara ġie trasferit fil-kamp ta' konċentrament ta' Bolzano u mbagħad dak ta' Mauthausen, u fl-aħħar fil-lager ta' Spitter minn fejn ġie salvat permezz ta' tpartit ta' priġunieri bejn il-Ġermanja u l-Istati Uniti.",Kif ġie salvat Bongiorno?,permezz ta' tpartit ta' priġunieri bejn il-Ġermanja u l-Istati Uniti
